sale_id,location_id,product_id,date_key,quantity,unit_price,discount_percent,gross_amount,discount_amount,net_amount
SALE-00126,4,1,20260628,4,68.25,0,273.0,0.0,273.0
SALE-00127,3,2,20260611,2,110.0,5,220.0,11.0,209.0
SALE-00128,8,7,20260611,2,85.0,0,170.0,0.0,170.0
SALE-00129,7,7,20260327,7,85.0,0,595.0,0.0,595.0
SALE-00130,7,3,20260315,3,95.0,15,285.0,42.75,242.25
SALE-00131,4,10,20260503,4,336.0,0,1344.0,0.0,1344.0
SALE-00132,3,1,20260525,8,65.0,0,520.0,0.0,520.0
SALE-00133,3,9,20260516,2,189.0,0,378.0,0.0,378.0
SALE-00134,1,7,20260314,1,85.0,10,85.0,8.5,76.5
SALE-00135,2,10,20260427,8,320.0,0,2560.0,0.0,2560.0
SALE-00136,8,6,20260403,6,25.0,0,150.0,0.0,150.0
SALE-00137,2,8,20260506,2,70.0,0,140.0,0.0,140.0
SALE-00138,2,4,20260329,2,114.0,10,228.0,22.8,205.2
SALE-00139,1,10,20260328,6,336.0,0,2016.0,0.0,2016.0
SALE-00140,6,1,20260606,1,65.0,10,65.0,6.5,58.5
SALE-00141,7,3,20260316,5,95.0,15,475.0,71.25,403.75
SALE-00142,7,6,20260624,5,23.75,10,118.75,11.88,106.87
SALE-00143,6,8,20260318,7,70.0,0,490.0,0.0,490.0
SALE-00144,4,10,20260531,3,336.0,0,1008.0,0.0,1008.0
SALE-00145,6,10,20260326,1,304.0,15,304.0,45.6,258.4
SALE-00146,5,9,20260615,2,171.0,0,342.0,0.0,342.0
SALE-00147,4,3,20260304,5,90.25,10,451.25,45.12,406.13
SALE-00148,7,5,20260614,7,157.5,5,1102.5,55.12,1047.38
SALE-00149,7,2,20260314,8,110.0,5,880.0,44.0,836.0
SALE-00150,7,2,20260326,2,110.0,0,220.0,0.0,220.0
SALE-00151,2,8,20260315,5,70.0,0,350.0,0.0,350.0
SALE-00152,3,1,20260603,3,68.25,15,204.75,30.71,174.04
SALE-00153,1,5,20260409,3,157.5,5,472.5,23.62,448.88
SALE-00154,5,4,20260406,7,114.0,10,798.0,79.8,718.2
SALE-00155,5,8,20260531,2,73.5,0,147.0,0.0,147.0
SALE-00156,8,5,20260325,6,150.0,10,900.0,90.0,810.0
SALE-00157,8,3,20260525,6,90.25,10,541.5,54.15,487.35
SALE-00158,7,2,20260621,8,115.5,10,924.0,92.4,831.6
SALE-00159,8,8,20260419,7,70.0,5,490.0,24.5,465.5
SALE-00160,6,6,20260403,3,25.0,10,75.0,7.5,67.5
SALE-00161,2,3,20260511,2,99.75,0,199.5,0.0,199.5
SALE-00162,8,3,20260628,7,95.0,0,665.0,0.0,665.0
SALE-00163,4,3,20260323,2,95.0,5,190.0,9.5,180.5
SALE-00164,3,7,20260405,1,85.0,15,85.0,12.75,72.25
SALE-00165,1,8,20260411,3,66.5,0,199.5,0.0,199.5
SALE-00166,3,9,20260510,4,171.0,5,684.0,34.2,649.8
SALE-00167,8,10,20260531,1,320.0,0,320.0,0.0,320.0
SALE-00168,2,3,20260308,6,95.0,0,570.0,0.0,570.0
SALE-00169,7,10,20260429,7,320.0,5,2240.0,112.0,2128.0
SALE-00170,8,5,20260622,1,157.5,0,157.5,0.0,157.5
SALE-00171,4,7,20260608,1,89.25,15,89.25,13.39,75.86
SALE-00172,8,9,20260606,1,189.0,0,189.0,0.0,189.0
SALE-00173,1,9,20260616,8,189.0,0,1512.0,0.0,1512.0
SALE-00174,3,3,20260521,1,90.25,15,90.25,13.54,76.71
SALE-00175,4,2,20260414,1,110.0,10,110.0,11.0,99.0
SALE-00176,3,7,20260531,3,80.75,0,242.25,0.0,242.25
SALE-00177,3,6,20260418,1,23.75,10,23.75,2.38,21.37
SALE-00178,8,1,20260629,6,68.25,0,409.5,0.0,409.5
SALE-00179,3,7,20260410,3,85.0,0,255.0,0.0,255.0
SALE-00180,2,2,20260306,1,115.5,10,115.5,11.55,103.95
SALE-00181,8,1,20260315,4,65.0,15,260.0,39.0,221.0
SALE-00182,5,10,20260416,8,320.0,0,2560.0,0.0,2560.0
SALE-00183,7,9,20260619,1,180.0,10,180.0,18.0,162.0
SALE-00184,6,6,20260407,1,23.75,15,23.75,3.56,20.19
SALE-00185,8,3,20260516,3,90.25,0,270.75,0.0,270.75
SALE-00186,4,4,20260501,8,126.0,5,1008.0,50.4,957.6
SALE-00187,7,1,20260303,6,68.25,15,409.5,61.42,348.08
SALE-00188,7,10,20260412,5,320.0,5,1600.0,80.0,1520.0
SALE-00189,4,2,20260602,3,110.0,0,330.0,0.0,330.0
SALE-00190,2,2,20260412,1,110.0,10,110.0,11.0,99.0
SALE-00191,6,8,20260409,7,70.0,0,490.0,0.0,490.0
SALE-00192,5,1,20260516,5,65.0,5,325.0,16.25,308.75
SALE-00193,3,5,20260325,4,157.5,15,630.0,94.5,535.5
SALE-00194,7,10,20260424,3,336.0,0,1008.0,0.0,1008.0
SALE-00195,7,7,20260618,2,85.0,15,170.0,25.5,144.5
SALE-00196,7,6,20260620,7,25.0,0,175.0,0.0,175.0
SALE-00197,4,1,20260602,2,65.0,5,130.0,6.5,123.5
SALE-00198,4,1,20260328,2,61.75,5,123.5,6.18,117.32
SALE-00199,4,2,20260420,2,115.5,0,231.0,0.0,231.0
SALE-00200,4,10,20260401,6,320.0,0,1920.0,0.0,1920.0
SALE-00201,1,1,20260524,1,65.0,15,65.0,9.75,55.25
SALE-00202,5,5,20260409,8,142.5,10,1140.0,114.0,1026.0
SALE-00203,1,2,20260305,7,104.5,5,731.5,36.58,694.92
SALE-00204,2,2,20260414,5,110.0,0,550.0,0.0,550.0
SALE-00205,5,4,20260411,6,120.0,0,720.0,0.0,720.0
SALE-00206,6,8,20260520,3,70.0,5,210.0,10.5,199.5
SALE-00207,2,6,20260319,8,26.25,15,210.0,31.5,178.5
SALE-00208,7,6,20260531,2,25.0,15,50.0,7.5,42.5
SALE-00209,1,3,20260310,8,95.0,0,760.0,0.0,760.0
SALE-00210,4,1,20260514,7,65.0,10,455.0,45.5,409.5
SALE-00211,2,6,20260429,5,26.25,10,131.25,13.12,118.13
SALE-00212,2,4,20260421,6,120.0,0,720.0,0.0,720.0
SALE-00213,2,1,20260413,4,65.0,5,260.0,13.0,247.0
SALE-00214,7,2,20260428,6,104.5,0,627.0,0.0,627.0
SALE-00215,6,6,20260415,1,25.0,15,25.0,3.75,21.25
SALE-00216,5,1,20260629,4,61.75,5,247.0,12.35,234.65
SALE-00217,6,7,20260309,1,89.25,15,89.25,13.39,75.86
SALE-00218,4,2,20260312,4,115.5,15,462.0,69.3,392.7
SALE-00219,3,4,20260414,2,114.0,15,228.0,34.2,193.8
SALE-00220,2,4,20260504,6,114.0,10,684.0,68.4,615.6
SALE-00221,3,9,20260506,6,180.0,15,1080.0,162.0,918.0
SALE-00222,4,7,20260515,8,89.25,0,714.0,0.0,714.0
SALE-00223,1,3,20260429,3,95.0,0,285.0,0.0,285.0
SALE-00224,8,4,20260509,2,120.0,0,240.0,0.0,240.0
SALE-00225,2,6,20260328,1,25.0,0,25.0,0.0,25.0
SALE-00226,8,8,20260513,1,70.0,0,70.0,0.0,70.0
SALE-00227,5,3,20260514,6,90.25,0,541.5,0.0,541.5
SALE-00228,7,4,20260615,8,114.0,0,912.0,0.0,912.0
SALE-00229,1,6,20260630,2,25.0,0,50.0,0.0,50.0
SALE-00230,3,7,20260625,2,80.75,0,161.5,0.0,161.5
SALE-00231,6,3,20260329,3,99.75,10,299.25,29.92,269.33
SALE-00232,1,10,20260620,4,336.0,0,1344.0,0.0,1344.0
SALE-00233,1,8,20260328,5,73.5,0,367.5,0.0,367.5
SALE-00234,2,2,20260430,5,115.5,0,577.5,0.0,577.5
SALE-00235,7,5,20260310,3,150.0,0,450.0,0.0,450.0
SALE-00236,8,3,20260327,2,90.25,0,180.5,0.0,180.5
SALE-00237,3,4,20260422,4,126.0,0,504.0,0.0,504.0
SALE-00238,7,7,20260621,1,89.25,0,89.25,0.0,89.25
SALE-00239,7,7,20260413,7,89.25,5,624.75,31.24,593.51
SALE-00240,8,6,20260514,5,25.0,0,125.0,0.0,125.0
SALE-00241,1,9,20260405,6,189.0,0,1134.0,0.0,1134.0
SALE-00242,5,8,20260611,4,70.0,0,280.0,0.0,280.0
SALE-00243,8,2,20260514,1,110.0,5,110.0,5.5,104.5
SALE-00244,6,7,20260515,2,85.0,15,170.0,25.5,144.5
SALE-00245,6,2,20260310,5,110.0,0,550.0,0.0,550.0
SALE-00246,8,1,20260428,2,68.25,0,136.5,0.0,136.5
SALE-00247,2,4,20260430,4,126.0,0,504.0,0.0,504.0
SALE-00248,5,8,20260310,8,70.0,10,560.0,56.0,504.0
SALE-00249,3,6,20260519,2,25.0,0,50.0,0.0,50.0
SALE-00250,4,9,20260410,3,189.0,10,567.0,56.7,510.3
SALE-00251,8,4,20260608,3,114.0,10,342.0,34.2,307.8
SALE-00252,4,5,20260609,5,150.0,0,750.0,0.0,750.0
SALE-00253,4,7,20260405,7,80.75,10,565.25,56.52,508.73
SALE-00254,4,3,20260410,6,95.0,0,570.0,0.0,570.0
SALE-00255,4,5,20260315,8,150.0,10,1200.0,120.0,1080.0
SALE-00256,4,7,20260320,1,89.25,0,89.25,0.0,89.25
SALE-00257,4,9,20260311,2,189.0,10,378.0,37.8,340.2
SALE-00258,4,3,20260406,1,99.75,0,99.75,0.0,99.75
SALE-00259,5,7,20260528,3,85.0,10,255.0,25.5,229.5
SALE-00260,4,2,20260506,8,110.0,0,880.0,0.0,880.0
SALE-00261,2,3,20260417,5,95.0,0,475.0,0.0,475.0
SALE-00262,3,3,20260609,6,95.0,5,570.0,28.5,541.5
SALE-00263,8,5,20260611,7,157.5,0,1102.5,0.0,1102.5
SALE-00264,6,5,20260315,4,150.0,10,600.0,60.0,540.0
SALE-00265,7,7,20260421,8,89.25,10,714.0,71.4,642.6
SALE-00266,2,1,20260615,7,61.75,0,432.25,0.0,432.25
SALE-00267,8,5,20260502,1,150.0,5,150.0,7.5,142.5
SALE-00268,6,8,20260401,6,73.5,5,441.0,22.05,418.95
SALE-00269,4,1,20260514,3,61.75,15,185.25,27.79,157.46
SALE-00270,2,3,20260521,8,90.25,5,722.0,36.1,685.9
SALE-00271,2,8,20260628,1,70.0,0,70.0,0.0,70.0
SALE-00272,1,7,20260316,4,89.25,10,357.0,35.7,321.3
SALE-00273,8,6,20260330,6,23.75,5,142.5,7.12,135.38
SALE-00274,8,10,20260423,1,320.0,0,320.0,0.0,320.0
SALE-00275,5,5,20260521,7,157.5,10,1102.5,110.25,992.25
SALE-00276,6,6,20260611,3,25.0,0,75.0,0.0,75.0
SALE-00277,6,4,20260321,3,120.0,0,360.0,0.0,360.0
SALE-00278,7,4,20260518,5,120.0,15,600.0,90.0,510.0
SALE-00279,3,2,20260426,7,115.5,15,808.5,121.28,687.22
SALE-00280,5,6,20260611,1,25.0,15,25.0,3.75,21.25
SALE-00281,4,5,20260502,2,157.5,0,315.0,0.0,315.0
SALE-00282,4,8,20260419,2,70.0,0,140.0,0.0,140.0
SALE-00283,7,6,20260317,4,25.0,10,100.0,10.0,90.0
SALE-00284,1,4,20260519,5,114.0,0,570.0,0.0,570.0
SALE-00285,6,9,20260609,2,180.0,0,360.0,0.0,360.0
SALE-00286,2,5,20260310,6,142.5,5,855.0,42.75,812.25
SALE-00287,5,7,20260523,3,89.25,15,267.75,40.16,227.59
SALE-00288,6,4,20260522,5,114.0,5,570.0,28.5,541.5
SALE-00289,7,8,20260408,4,70.0,15,280.0,42.0,238.0
SALE-00290,8,3,20260611,2,95.0,15,190.0,28.5,161.5
SALE-00291,8,1,20260313,4,65.0,10,260.0,26.0,234.0
SALE-00292,7,6,20260330,6,26.25,0,157.5,0.0,157.5
SALE-00293,6,6,20260409,1,25.0,10,25.0,2.5,22.5
SALE-00294,7,3,20260515,6,95.0,15,570.0,85.5,484.5
SALE-00295,6,6,20260404,5,26.25,0,131.25,0.0,131.25
SALE-00296,6,4,20260320,8,114.0,0,912.0,0.0,912.0
SALE-00297,3,1,20260428,3,61.75,10,185.25,18.52,166.73
SALE-00298,2,3,20260328,3,99.75,0,299.25,0.0,299.25
SALE-00299,1,6,20260519,4,25.0,5,100.0,5.0,95.0
SALE-00300,3,9,20260505,5,180.0,15,900.0,135.0,765.0
SALE-00301,3,1,20260516,6,61.75,0,370.5,0.0,370.5
SALE-00302,2,8,20260414,5,70.0,5,350.0,17.5,332.5
SALE-00303,1,6,20260609,8,25.0,5,200.0,10.0,190.0
SALE-00304,3,9,20260406,2,180.0,10,360.0,36.0,324.0
SALE-00305,5,5,20260611,1,150.0,0,150.0,0.0,150.0
SALE-00306,1,8,20260526,5,70.0,0,350.0,0.0,350.0
SALE-00307,4,2,20260513,6,110.0,0,660.0,0.0,660.0
SALE-00308,1,10,20260609,4,320.0,0,1280.0,0.0,1280.0
SALE-00309,2,3,20260405,5,99.75,5,498.75,24.94,473.81
SALE-00310,5,6,20260326,3,25.0,0,75.0,0.0,75.0
SALE-00311,5,4,20260425,7,114.0,0,798.0,0.0,798.0
SALE-00312,5,8,20260520,7,70.0,15,490.0,73.5,416.5
SALE-00313,7,2,20260320,7,115.5,15,808.5,121.28,687.22
SALE-00314,1,8,20260317,8,73.5,0,588.0,0.0,588.0
SALE-00315,8,3,20260404,4,95.0,10,380.0,38.0,342.0
SALE-00316,3,8,20260323,1,70.0,0,70.0,0.0,70.0
SALE-00317,7,6,20260422,3,26.25,5,78.75,3.94,74.81
SALE-00318,2,2,20260525,7,110.0,0,770.0,0.0,770.0
SALE-00319,5,9,20260427,6,180.0,0,1080.0,0.0,1080.0
SALE-00320,6,5,20260609,3,142.5,0,427.5,0.0,427.5
