row_uid,order_id,source_batch,source_row,reason_code,raw_payload,quarantined_at
2d9cad21937471802dae37b9ca78900040bc620e,O000226,orders_batch_1,227,QTY_NOT_NUMERIC,"{""order_id"": ""O000226"", ""order_datetime"": ""2026-03-21 10:12:00"", ""customer_id"": ""C0153"", ""product_id"": ""P017"", ""quantity"": null, ""unit_price"": ""1281.37"", ""discount_pct"": ""0"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-03-22 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
79b0838eedc6488d8332ace433093e695c6c73d8,O000249,orders_batch_1,250,CUSTOMER_MISSING,"{""order_id"": ""O000249"", ""order_datetime"": ""2026-02-07 21:50:00"", ""customer_id"": null, ""product_id"": ""P025"", ""quantity"": ""5.0"", ""unit_price"": ""833.67"", ""discount_pct"": ""15"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-02-08 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
7f7869b81277c9428e1786a440dd881703926c10,O000262,orders_batch_1,263,INVALID_DATE,"{""order_id"": ""O000262"", ""order_datetime"": null, ""customer_id"": ""C0097"", ""product_id"": ""P044"", ""quantity"": ""5.0"", ""unit_price"": ""766.0"", ""discount_pct"": ""0"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-02-03 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
380e640204dbb6ca2f4fb630288685f8a9fa74f3,O000267,orders_batch_1,268,QTY_OUT_OF_RANGE,"{""order_id"": ""O000267"", ""order_datetime"": ""2026-01-02 16:42:00"", ""customer_id"": ""C0095"", ""product_id"": ""P042"", ""quantity"": ""-2.0"", ""unit_price"": ""733.19"", ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-01-03 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
1d1b68a0551c122c8c54e0602d20a56277839f6b,O000278,orders_batch_1,279,PRICE_MISSING,"{""order_id"": ""O000278"", ""order_datetime"": ""2026-02-01 02:14:00"", ""customer_id"": ""C0022"", ""product_id"": ""P035"", ""quantity"": ""4.0"", ""unit_price"": null, ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-02-02 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
2c8d92fa3ceb10520e9dd8da9f7a9955a6a040fd,O000291,orders_batch_1,292,INVALID_DATE,"{""order_id"": ""O000291"", ""order_datetime"": null, ""customer_id"": ""C0165"", ""product_id"": ""P041"", ""quantity"": ""2.0"", ""unit_price"": ""1291.92"", ""discount_pct"": ""0"", ""payment_method"": ""Cash"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-01-06 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
b351f520f6ceccc92ab012d9fb20bc04aeb25fd7,O000298,orders_batch_1,299,CUSTOMER_NOT_FOUND,"{""order_id"": ""O000298"", ""order_datetime"": ""2026-01-14 00:46:00"", ""customer_id"": ""C9999"", ""product_id"": ""P037"", ""quantity"": ""2.0"", ""unit_price"": ""185.91"", ""discount_pct"": ""10"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-01-15 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
04f5718e937d22dfc48f8601cc7fa107c37ebb16,O000303,orders_batch_1,304,DISCOUNT_OUT_OF_RANGE,"{""order_id"": ""O000303"", ""order_datetime"": ""2026-03-02 22:11:00"", ""customer_id"": ""C0137"", ""product_id"": ""P007"", ""quantity"": ""4.0"", ""unit_price"": ""619.54"", ""discount_pct"": ""120"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-03-03 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
36af7a13db13d678f12dac9061c0f4a57c26c503,O000321,orders_batch_1,322,PRODUCT_NOT_FOUND,"{""order_id"": ""O000321"", ""order_datetime"": ""2026-01-12 07:42:00"", ""customer_id"": ""C0073"", ""product_id"": ""P999"", ""quantity"": ""5.0"", ""unit_price"": ""624.66"", ""discount_pct"": ""10"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-01-13 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
56fd00f3ddcedaafdd6c8545d2be06a3e87c7d38,O000332,orders_batch_1,333,CUSTOMER_MISSING,"{""order_id"": ""O000332"", ""order_datetime"": ""2026-02-18 19:38:00"", ""customer_id"": null, ""product_id"": ""P017"", ""quantity"": ""4.0"", ""unit_price"": ""1281.37"", ""discount_pct"": ""0"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-02-19 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
cd6d7b21d00ad7b183410199435941c4510d9966,O000339,orders_batch_1,340,QTY_NOT_NUMERIC,"{""order_id"": ""O000339"", ""order_datetime"": ""2026-03-15 12:23:00"", ""customer_id"": ""C0146"", ""product_id"": ""P014"", ""quantity"": null, ""unit_price"": ""358.74"", ""discount_pct"": ""0"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-03-16 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
71236deb880caa9d11834b10a21a3990d344d648,O000356,orders_batch_1,357,QTY_OUT_OF_RANGE,"{""order_id"": ""O000356"", ""order_datetime"": ""2026-01-19 11:29:00"", ""customer_id"": ""C0146"", ""product_id"": ""P042"", ""quantity"": ""-2.0"", ""unit_price"": ""733.19"", ""discount_pct"": ""0"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-01-20 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
9d1f557620941e56a49e26cdae2539e3294f6af3,O000388,orders_batch_1,389,INVALID_DATE,"{""order_id"": ""O000388"", ""order_datetime"": null, ""customer_id"": ""C0086"", ""product_id"": ""P027"", ""quantity"": ""1.0"", ""unit_price"": ""817.79"", ""discount_pct"": ""15"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-01-25 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
f147c0e21a7968df627616c02720027e78c289a4,O000393,orders_batch_1,394,INVALID_DATE,"{""order_id"": ""O000393"", ""order_datetime"": null, ""customer_id"": ""C0148"", ""product_id"": ""P037"", ""quantity"": ""5.0"", ""unit_price"": ""185.91"", ""discount_pct"": ""10"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-02-25 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
2c67808cc1555adc7c22bf4cd53e8667515e4f87,O000404,orders_batch_1,405,DISCOUNT_OUT_OF_RANGE,"{""order_id"": ""O000404"", ""order_datetime"": ""2026-01-30 04:14:00"", ""customer_id"": ""C0163"", ""product_id"": ""P016"", ""quantity"": ""5.0"", ""unit_price"": ""878.59"", ""discount_pct"": ""120"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-01-31 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
44ee9bcf4c20d61dd4a290eb41c970f93fc75a5f,O000415,orders_batch_1,416,CUSTOMER_MISSING,"{""order_id"": ""O000415"", ""order_datetime"": ""2026-01-12 21:48:00"", ""customer_id"": null, ""product_id"": ""P030"", ""quantity"": ""1.0"", ""unit_price"": ""915.53"", ""discount_pct"": ""10"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-01-13 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
0e4e5538ce48212684bcbc9ea1fdbe84c422dfa4,O000417,orders_batch_1,418,PRICE_MISSING,"{""order_id"": ""O000417"", ""order_datetime"": ""2026-02-09 22:58:00"", ""customer_id"": ""C0021"", ""product_id"": ""P011"", ""quantity"": ""3.0"", ""unit_price"": null, ""discount_pct"": ""0"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-02-10 23:59:00"", ""source_batch"": ""1""}",2026-08-18T21:33:35
dcebb412b9b7ff1ad4b2b1a43f3803a1158ba75c,O000428,orders_batch_2,9,PRODUCT_NOT_FOUND,"{""order_id"": ""O000428"", ""order_datetime"": ""2026-04-04 13:52:00"", ""customer_id"": ""C0150"", ""product_id"": ""P999"", ""quantity"": ""4.0"", ""unit_price"": ""450.41"", ""discount_pct"": ""15"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-04-06 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
79473639295a0d32307ab3004b193d16d9df7dd4,O000428,orders_batch_2,422,PRODUCT_NOT_FOUND,"{""order_id"": ""O000428"", ""order_datetime"": ""2026-04-04 13:52:00"", ""customer_id"": ""C0150"", ""product_id"": ""P999"", ""quantity"": ""4.0"", ""unit_price"": ""450.41"", ""discount_pct"": ""15"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-04-06 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
8fd71d559997251ca4395800d0858dbaeba66b6d,O000445,orders_batch_2,26,QTY_OUT_OF_RANGE,"{""order_id"": ""O000445"", ""order_datetime"": ""2026-03-24 01:46:00"", ""customer_id"": ""C0015"", ""product_id"": ""P039"", ""quantity"": ""-2.0"", ""unit_price"": ""688.83"", ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-03-26 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
e242299ee8885c32ab8d2586952f825345418717,O000445,orders_batch_2,423,QTY_OUT_OF_RANGE,"{""order_id"": ""O000445"", ""order_datetime"": ""2026-03-24 01:46:00"", ""customer_id"": ""C0015"", ""product_id"": ""P039"", ""quantity"": ""-2.0"", ""unit_price"": ""688.83"", ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-03-26 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
84fb1dab87cd4d68afcc37c34a4e09ea3086340b,O000447,orders_batch_2,28,CUSTOMER_NOT_FOUND,"{""order_id"": ""O000447"", ""order_datetime"": ""2026-02-16 15:50:00"", ""customer_id"": ""C9999"", ""product_id"": ""P001"", ""quantity"": ""4.0"", ""unit_price"": ""29.67"", ""discount_pct"": ""5"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-02-18 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
6c42ffe3894cf26f5527e4975d8f15ab39db2955,O000452,orders_batch_2,33,QTY_NOT_NUMERIC,"{""order_id"": ""O000452"", ""order_datetime"": ""2026-04-05 15:06:00"", ""customer_id"": ""C0126"", ""product_id"": ""P036"", ""quantity"": null, ""unit_price"": ""220.86"", ""discount_pct"": ""0"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-04-07 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
f84be366128520f7cf29715371a271de3dfc6ec0,O000485,orders_batch_2,66,INVALID_DATE,"{""order_id"": ""O000485"", ""order_datetime"": null, ""customer_id"": ""C0077"", ""product_id"": ""P010"", ""quantity"": ""4.0"", ""unit_price"": ""1366.97"", ""discount_pct"": ""5"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-05-05 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
07ee4347be9ad604c957c64cb992bd3629f3c509,O000498,orders_batch_2,79,CUSTOMER_MISSING,"{""order_id"": ""O000498"", ""order_datetime"": ""2026-04-30 23:16:00"", ""customer_id"": null, ""product_id"": ""P035"", ""quantity"": ""3.0"", ""unit_price"": ""997.99"", ""discount_pct"": ""0"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-05-02 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
c3e346d2de4b3a14349d9f3a074845bb06325eca,O000505,orders_batch_2,86,DISCOUNT_OUT_OF_RANGE,"{""order_id"": ""O000505"", ""order_datetime"": ""2026-03-25 23:29:00"", ""customer_id"": ""C0154"", ""product_id"": ""P009"", ""quantity"": ""4.0"", ""unit_price"": ""192.56"", ""discount_pct"": ""120"", ""payment_method"": ""Cash"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-03-27 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
48975b5702e775c7d99accd4de55d3bd5c5a57d2,O000524,orders_batch_2,105,INVALID_DATE,"{""order_id"": ""O000524"", ""order_datetime"": null, ""customer_id"": ""C0075"", ""product_id"": ""P009"", ""quantity"": ""3.0"", ""unit_price"": ""192.56"", ""discount_pct"": ""0"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-03-08 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
eb55d4e670a39a1883d8b0b7e26da1a090244f41,O000534,orders_batch_2,115,QTY_OUT_OF_RANGE,"{""order_id"": ""O000534"", ""order_datetime"": ""2026-03-22 19:50:00"", ""customer_id"": ""C0044"", ""product_id"": ""P004"", ""quantity"": ""-2.0"", ""unit_price"": ""1451.77"", ""discount_pct"": ""0"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-03-24 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
03890a4b278a739af3547b56e5e81360e718c85b,O000535,orders_batch_2,116,PRODUCT_NOT_FOUND,"{""order_id"": ""O000535"", ""order_datetime"": ""2026-04-17 04:13:00"", ""customer_id"": ""C0100"", ""product_id"": ""P999"", ""quantity"": ""5.0"", ""unit_price"": ""649.9"", ""discount_pct"": ""15"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-04-19 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
9c688af3d6a63803a494e7db78034c1bc233d5fc,O000556,orders_batch_2,137,PRICE_MISSING,"{""order_id"": ""O000556"", ""order_datetime"": ""2026-04-21 06:20:00"", ""customer_id"": ""C0177"", ""product_id"": ""P001"", ""quantity"": ""6.0"", ""unit_price"": null, ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-04-23 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
4d49e9691178a7d2eac3aaa47f6e840f8b759a0d,O000565,orders_batch_2,146,QTY_NOT_NUMERIC,"{""order_id"": ""O000565"", ""order_datetime"": ""2026-04-14 04:24:00"", ""customer_id"": ""C0009"", ""product_id"": ""P033"", ""quantity"": null, ""unit_price"": ""654.4"", ""discount_pct"": ""5"", ""payment_method"": ""Cash"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-04-16 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
34929b42df5a57e7b7788bb38d516767d96012ff,O000581,orders_batch_2,162,CUSTOMER_MISSING,"{""order_id"": ""O000581"", ""order_datetime"": ""2026-04-23 12:25:00"", ""customer_id"": null, ""product_id"": ""P010"", ""quantity"": ""3.0"", ""unit_price"": ""1366.97"", ""discount_pct"": ""15"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-04-25 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
79fde26b3548ba2ebcd10bca7fd5ffe2c8d68fad,O000582,orders_batch_2,163,INVALID_DATE,"{""order_id"": ""O000582"", ""order_datetime"": null, ""customer_id"": ""C0140"", ""product_id"": ""P009"", ""quantity"": ""4.0"", ""unit_price"": ""192.56"", ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-04-22 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
8d72a30bf30bb746e006b494ef5d8d724093b085,O000596,orders_batch_2,177,CUSTOMER_NOT_FOUND,"{""order_id"": ""O000596"", ""order_datetime"": ""2026-03-31 05:33:00"", ""customer_id"": ""C9999"", ""product_id"": ""P036"", ""quantity"": ""5.0"", ""unit_price"": ""220.86"", ""discount_pct"": ""0"", ""payment_method"": ""Cash"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-04-02 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
bb7f0ff4c7bf16fe8f2a6dfd388367145307c54d,O000606,orders_batch_2,187,DISCOUNT_OUT_OF_RANGE,"{""order_id"": ""O000606"", ""order_datetime"": ""2026-03-22 11:21:00"", ""customer_id"": ""C0125"", ""product_id"": ""P042"", ""quantity"": ""6.0"", ""unit_price"": ""733.19"", ""discount_pct"": ""120"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-03-24 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
2312d2ce8c09affc118f63b020a48b05b3452f22,O000623,orders_batch_2,204,QTY_OUT_OF_RANGE,"{""order_id"": ""O000623"", ""order_datetime"": ""2026-02-16 02:04:00"", ""customer_id"": ""C0086"", ""product_id"": ""P041"", ""quantity"": ""-2.0"", ""unit_price"": ""1291.92"", ""discount_pct"": ""15"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-02-18 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
d92a7f4df2acccfeb711842ca074a3da84be048f,O000642,orders_batch_2,223,PRODUCT_NOT_FOUND,"{""order_id"": ""O000642"", ""order_datetime"": ""2026-02-17 10:10:00"", ""customer_id"": ""C0018"", ""product_id"": ""P999"", ""quantity"": ""5.0"", ""unit_price"": ""979.4"", ""discount_pct"": ""5"", ""payment_method"": ""Credit Card"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-02-19 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
48fe4a47a1cb2fdc1b2f27320bd53092a23ee027,O000655,orders_batch_2,236,INVALID_DATE,"{""order_id"": ""O000655"", ""order_datetime"": null, ""customer_id"": ""C0147"", ""product_id"": ""P037"", ""quantity"": ""3.0"", ""unit_price"": ""185.91"", ""discount_pct"": ""0"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-04-24 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
e9b86f119839428cb6d3d275e429f2008b592009,O000664,orders_batch_2,245,CUSTOMER_MISSING,"{""order_id"": ""O000664"", ""order_datetime"": ""2026-04-11 00:34:00"", ""customer_id"": null, ""product_id"": ""P004"", ""quantity"": ""3.0"", ""unit_price"": ""1451.77"", ""discount_pct"": ""15"", ""payment_method"": ""Bank Transfer"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-04-13 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
fd9229013bc699af1ed30e4f6e4e5db9a381a737,O000678,orders_batch_2,259,QTY_NOT_NUMERIC,"{""order_id"": ""O000678"", ""order_datetime"": ""2026-02-16 02:58:00"", ""customer_id"": ""C0137"", ""product_id"": ""P046"", ""quantity"": null, ""unit_price"": ""187.09"", ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Store"", ""updated_at"": ""2026-02-18 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
10cd71753df1c3829318eba5e79012c5119db998,O000679,orders_batch_2,260,INVALID_DATE,"{""order_id"": ""O000679"", ""order_datetime"": null, ""customer_id"": ""C0075"", ""product_id"": ""P040"", ""quantity"": ""2.0"", ""unit_price"": ""1472.44"", ""discount_pct"": ""0"", ""payment_method"": ""PromptPay"", ""sales_channel"": ""Online"", ""updated_at"": ""2026-04-04 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
4f0b1ae56120b885ecda04ce7c5c5e0f0429deb9,O000695,orders_batch_2,276,PRICE_MISSING,"{""order_id"": ""O000695"", ""order_datetime"": ""2026-04-06 11:55:00"", ""customer_id"": ""C0119"", ""product_id"": ""P017"", ""quantity"": ""3.0"", ""unit_price"": null, ""discount_pct"": ""15"", ""payment_method"": ""Cash"", ""sales_channel"": ""Marketplace"", ""updated_at"": ""2026-04-08 23:59:00"", ""source_batch"": ""2""}",2026-08-18T21:33:38
